# OpenNGC (https://github.com/mattiaverga/OpenNGC), CC-BY-SA-4.0
# id	common	type	ra_hours	dec_deg	mag	size_arcmin	alias
IC 1391		GX	21.583444	-0.511444	15.85	0.64	
IC 1392		GX	21.592414	35.398333	12.95	1.53	
IC 1393		GX	21.670625	-22.411389	15.6	0.74	
IC 1394		GX	21.670286	14.633028	14.84	1.23	
IC 1395		GX	21.694836	4.104528	15.44	0.74	
IC 1396		OC	21.649339	57.489056	99.0	14.0	
IC 1397		GX	21.733975	-4.884806	15.29	0.85	
IC 1398		GX	21.764286	9.475333	15.35	0.76	
IC 1399		GX	21.769142	4.402222	15.62	0.68	
IC 14		STAR	0.375358	10.49025	99.0	0.0	
IC 140		STAR	1.566158	30.550139	99.0	0.0	
IC 1400		STAR	21.737856	52.967028	99.0	0.0	
IC 1401		GX	21.783192	1.71275	13.72	1.68	
IC 1402		STAR	21.749714	53.2625	99.0	0.0	
IC 1403		GX	21.841411	-2.716167	16.42	0.49	
IC 1404		GX	21.848994	-9.266583	14.63	0.97	
IC 1405		GX	21.847178	2.020806	15.12	0.87	
IC 1406		GX	21.851353	1.987056	15.57	0.62	
IC 1407		GX	21.873178	3.427167	15.05	0.76	
IC 1408		GX	21.885839	-13.346778	14.92	1.0	
IC 1409		GX	21.888778	-7.499861	15.62	0.69	
IC 141		GX	1.547697	-14.814611	14.33	1.23	
IC 1410		GX	21.933928	-2.900278	15.5	0.83	
IC 1411		GX	21.933497	-1.517056	14.38	0.87	
IC 1412		GX	21.971794	-17.176167	14.55	1.27	
IC 1413		GX	21.974058	-3.102417	15.72	0.93	
IC 1414		GX	21.971681	8.423806	15.2	0.47	
IC 1415		OTHER	21.978511	1.350361	99.0	0.0	
IC 1416		OTHER	21.980411	1.451556	99.0	0.0	
IC 1417		GX	22.006003	-13.147361	14.0	1.65	
IC 1418		GX	22.033311	4.384333	15.23	0.86	
IC 1419		GX	22.049678	-9.920972	16.06	0.54	
IC 142		EN	1.565425	30.757806	14.2	0.5	
IC 1420		GX	22.042214	19.750111	99.0	1.3	
IC 1420 NED01		GX	22.042028	19.750361	14.35	1.32	
IC 1420 NED02		GX	22.0423	19.750111	15.02	0.86	
IC 1421		GX	22.051119	-9.978167	15.45	0.63	
IC 1422		GX	22.050017	2.598889	15.85	0.46	
IC 1423		GX	22.053525	4.297583	14.76	0.92	
IC 1424		STAR	22.052608	11.197139	99.0	0.0	
IC 1425		GX	22.056808	2.594917	15.1	0.79	
IC 1426		STAR	22.064244	-9.919306	99.0	0.0	
IC 1427		GX	22.059767	15.106778	15.19	1.14	
IC 1428		GX	22.074353	2.630861	15.56	0.71	
IC 1429		STAR	22.117347	10.109222	99.0	0.0	
IC 143		EN	1.569703	30.776417	11.4	0.3	
IC 1430		GX	22.12495	-13.581194	15.63	0.56	
IC 1431		GX	22.127667	-13.513389	15.27	0.75	
IC 1432		GX	22.167769	3.689583	16.75	0.44	
IC 1433		GX	22.202833	-12.765278	99.0	1.0	
IC 1433 NED01		GX	22.202956	-12.765583	15.64	0.83	
IC 1433 NED02		GX	22.202736	-12.765611	99.0	0.18	
IC 1433 NED03		GX	22.202561	-12.763139	17.74	0.21	
IC 1434		OC	22.178378	52.850083	99.0	4.8	
IC 1435		GX	22.223969	-22.096694	13.89	1.07	
IC 1436		GX	22.230956	-10.191778	16.06	0.56	
IC 1437		GX	22.262497	2.065944	14.84	1.08	
IC 1438		GX	22.274747	-21.430694	12.75	2.33	
IC 1439		GX	22.277817	-21.485944	14.75	1.25	
IC 144		GX	1.628014	-13.314667	15.74	0.74	
IC 1440		GX	22.275894	-16.016444	14.91	1.67	
IC 1441		GX	22.255317	37.3015	15.37	1.07	
IC 1442		OC	22.267036	53.991333	9.1	4.2	
IC 1443		GX	22.317683	-20.939917	13.53	1.55	
IC 1444		GX	22.373311	5.139167	15.81	0.58	
IC 1445		GX	22.425092	-17.243306	12.74	1.41	
IC 1446		GX	22.484639	-1.184917	15.5	0.78	
IC 1447		GX	22.499944	-5.119889	13.71	1.48	
IC 1449		GX	22.585278	-8.765333	15.23	0.57	
IC 145		GX	1.644022	0.7415	15.4	0.69	
IC 1450		STAR	22.632758	34.5355	99.0	0.0	
IC 1451		GX	22.768739	-10.369417	15.0	0.91	
IC 1453		GX	22.781731	-13.449611	15.1	0.84	
IC 1454		PN	22.706947	80.442222	14.0	0.47	
IC 1455		GX	22.896128	1.371972	14.62	1.0	
IC 1456		GX	22.921719	-12.732	15.91	0.95	
IC 1457		OTHER	22.923267	-5.56275	99.0	0.0	
IC 1459		GX	22.952947	-36.462222	10.54	4.61	
IC 1460		GX	22.951133	4.677028	14.3	0.61	
IC 1461		GX	22.976194	15.172778	15.01	0.6	
IC 1462		STAR	22.976986	8.441306	99.0	0.0	
IC 1463		STAR	22.989147	-10.530861	99.0	0.0	
IC 1464		GX	23.053222	-8.990833	99.0	1.2	
IC 1464A		GX	23.053356	-8.992972	15.32	0.26	
IC 1464B		GX	23.053067	-8.989167	15.5	0.68	
IC 1465		OTHER	23.048111	16.582472	99.0	0.0	
IC 1466		GX	23.060847	-2.775444	14.55	0.6	
IC 1467		GX	23.080475	-3.229944	14.75	0.79	
IC 1468		GX	23.085436	-3.2045	15.25	1.06	
IC 1469		GX	23.107964	-13.536583	99.0	0.45	
IC 147		GX	1.666597	-14.862639	15.23	0.76	
IC 1470		EN	23.086169	60.244083	11.5	1.8	
IC 1471		GX	23.145792	-12.639444	14.63	1.07	
IC 1472		GX	23.151856	17.259139	15.21	1.01	
IC 1473		GX	23.184836	29.643444	14.16	1.74	
IC 1474		GX	23.214242	5.806361	13.94	1.04	
IC 1475		OTHER	23.23395	-28.422444	99.0	0.0	
IC 1476		GX	23.237875	30.551472	15.53	0.91	
IC 1479		GX	23.312892	-10.39925	14.6	1.16	
IC 148		GX	1.707492	13.977028	13.84	1.82	
IC 1481		GX	23.323644	5.906167	14.4	0.73	
IC 1482		GX	23.347089	1.739028	15.08	0.81	
IC 1484		GX	23.377761	11.384472	17.78	0.62	
IC 1488		GX	23.427375	15.354417	15.73	1.08	
IC 1489		GX	23.442258	-12.5165	15.11	0.54	
IC 149		GX	1.70705	-16.300417	14.4	1.27	
IC 1490		GX	23.986311	-4.127	14.5	1.45	
IC 1491		GX	23.490192	-16.316611	15.03	0.77	
IC 1492		GX	23.510028	-3.039917	14.37	1.47	
IC 1493		GX	23.507642	14.458861	16.55	0.52	
IC 1494		GX	23.512817	-12.724528	15.83	0.73	
IC 1495		GX	23.513261	-13.485444	13.0	1.33	
IC 1496		GX	23.514864	-2.934306	14.41	1.65	
IC 1497		OTHER	23.480581	11.987	99.0	0.0	
IC 1498		GX	23.531569	-5.006972	14.03	2.24	
IC 1499		STAR	23.532508	-13.439694	99.0	0.0	
IC 15		GX	0.465997	-0.061278	15.9	0.44	
IC 150		GX	1.715978	4.200167	14.86	0.88	
IC 1500		GX	23.5526	4.552528	15.2	0.47	
IC 1501		GX	23.577794	-3.152833	14.6	1.48	
IC 1502		GX	23.6057	75.648139	14.66	1.01	
IC 1503		GX	23.640864	4.801417	14.26	0.9	
IC 1504		GX	23.688747	4.017472	14.41	1.64	
IC 1505		GX	23.693642	-3.565083	14.67	0.6	
IC 1506		GX	23.746781	4.735667	15.52	0.91	
IC 1507		GX	23.759214	1.68875	14.73	1.29	
IC 1508		GX	23.765297	12.06175	13.4	0.76	
IC 1509		GX	23.787967	-15.306417	15.21	1.29	
IC 151		OTHER	1.732631	13.202611	99.0	0.0	
IC 1510		GX	23.842444	2.073333	99.0	1.0	
IC 1510 NED01		GX	23.842361	2.074722	16.08	0.51	
IC 1510 NED02		GX	23.842511	2.072361	15.16	0.68	
IC 1511		STAR	23.850125	27.060861	99.0	0.0	
IC 1512		STAR	23.850397	27.027139	99.0	0.0	
IC 1513		GX	23.891494	11.317611	15.04	1.1	
IC 1515		GX	23.934419	-0.988528	14.4	1.31	
IC 1516		GX	23.935303	-0.916528	14.08	1.19	
IC 1517		GX	23.938558	-0.305611	14.62	1.01	
IC 1518		GX	23.9517	12.464972	15.93	0.5	
IC 1519		GX	23.952325	12.457556	15.95	0.63	
IC 152		OTHER	1.735386	13.035861	99.0	0.0	
IC 1520		GX	23.965128	-14.039333	14.69	0.55	
IC 1521		GX	23.983239	-7.146778	15.04	0.92	
IC 1522		GX	23.984292	1.719889	15.25	0.76	
IC 1523		GX	23.985167	6.873056	16.28	0.36	
IC 1525		GX	23.987708	46.889667	13.2	1.79	
IC 1526		GX	0.025422	11.345889	15.07	0.74	
IC 1527		GX	0.039333	4.08975	15.42	0.91	
IC 1528		GX	0.084825	-7.093417	13.59	2.15	
IC 1529		GX	0.086992	-11.502806	14.51	1.15	
IC 153		OTHER	1.743392	12.628944	99.0	0.0	
IC 1531		GX	0.159883	-32.277	13.52	1.89	
IC 1532		GX	0.164667	-64.372083	14.84	1.83	
IC 1533		OTHER	0.176781	-7.415139	99.0	0.0	
IC 1534		GX	0.229289	48.151361	15.06	1.02	
IC 1535		GX	0.232594	48.157972	15.15	0.99	
IC 1536		GX	0.238614	48.143278	15.53	0.81	
IC 1537		OTHER	0.264242	-39.262083	16.04	1.32	
IC 1538		OTHER	0.300433	30.029278	99.0	0.0	
IC 154		GX	1.754519	10.649194	14.83	1.19	
IC 1540		GX	0.330208	23.772611	14.89	0.97	
IC 1541		GX	0.333878	21.99975	15.59	0.72	
IC 1542		GX	0.344775	22.592444	15.0	0.53	
IC 1543		GX	0.348736	21.866028	14.17	0.8	
IC 1544		GX	0.354861	23.090861	14.05	1.1	
IC 1545		GX	0.355808	21.983444	16.67	0.45	
IC 1547		OTHER	0.359914	22.506444	99.0	0.0	
IC 1548		GX	0.365322	22.006306	15.63	0.68	
IC 1549		GX	0.380508	6.964278	14.97	1.45	
IC 155		OTHER	1.792314	60.610833	99.0	0.0	
IC 1550		GX	0.407681	38.185639	15.03	0.91	
IC 1551		GX	0.459858	8.8775	14.88	2.42	
IC 1552		GX	0.495475	21.476833	15.35	0.94	
IC 1553		GX	0.544478	-25.607528	14.44	1.36	
IC 1554		GX	0.552042	-32.258361	13.81	1.38	
IC 1555		GX	0.575733	-30.017861	14.35	1.31	
IC 1556		GX	0.584142	-9.368417	15.21	0.84	
IC 1557		GX	0.592922	-2.876417	15.54	0.69	
IC 1558		GX	0.596408	-25.374417	12.46	2.8	
IC 156		GX	1.758114	10.552722	14.92	1.51	
IC 1560		OTHER	0.627564	2.671556	99.0	0.0	
IC 1561		GX	0.642358	-24.339944	15.16	1.41	
IC 1562		GX	0.642767	-24.274056	13.6	1.5	
IC 1564		GX	0.651425	6.021056	14.75	1.01	
IC 1565		GX	0.657297	6.73425	14.5	1.8	
IC 1566		GX	0.659267	6.815139	15.45	0.91	
IC 1568		GX	0.665544	6.848583	15.72	1.15	
IC 1569		GX	0.67445	6.719694	15.69	0.72	
IC 157		OTHER	1.761778	12.873333	99.0	0.0	
IC 1570		GX	0.676139	6.752667	16.45	0.58	
IC 1571		GX	0.677181	-0.330667	14.58	1.05	
IC 1572		OTHER	0.686694	16.2375	99.0	0.0	
IC 1573		GX	0.702906	-23.591583	16.69	1.29	
IC 1574		GX	0.717728	-22.246889	13.86	1.83	
IC 1575		GX	0.725933	-4.117833	14.85	0.87	
IC 1576		GX	0.737264	-25.109278	15.56	0.76	
IC 1578		GX	0.740536	-25.076833	15.28	0.84	
IC 1579		GX	0.759014	-26.565444	14.78	1.02	
IC 158		GX	1.764867	-6.935694	15.88	0.7	
IC 1580		OTHER	0.772592	29.936611	99.0	0.0	
IC 1581		GX	0.762867	-25.920167	16.23	1.0	
IC 1582		GX	0.771339	-24.279333	15.8	1.21	
IC 1583		GX	0.786194	23.073833	15.33	0.6	
IC 1584		GX	0.788494	27.827667	15.02	1.38	
IC 1585		GX	0.787306	23.053556	15.11	0.75	
IC 1586		GX	0.798978	22.372889	14.7	0.28	
IC 1587		GX	0.812028	-23.561667	15.55	1.16	
IC 1588		GX	0.849364	-23.557944	16.37	0.69	
IC 1589		STAR	0.866489	-34.422056	99.0	0.0	
IC 159		GX	1.773625	-8.636611	14.18	1.35	
IC 1590		OC	0.880611	56.643028	99.0	6.3	
IC 1592		GX	0.890844	5.770389	15.36	0.86	
IC 1593		STAR	0.911008	32.519472	99.0	0.0	
IC 1594		GX	0.895925	-47.647472	15.17	1.25	
IC 1595		GX	0.896403	-45.186639	15.38	1.45	
IC 1596		GX	0.911897	21.522639	15.0	1.88	
IC 1597		GX	0.892247	-58.107139	15.02	1.61	
IC 1598		GX	0.911603	5.773806	14.97	1.01	
IC 1599		GX	0.909114	-23.494917	15.53	1.19	
IC 16		GX	0.468792	-13.093917	15.15	0.58	
IC 160		GX	1.774878	-13.247722	14.88	1.28	
IC 1600		GX	0.917844	-23.524889	15.52	0.8	
IC 1601		GX	0.926344	-24.153389	14.47	0.92	
IC 1602		GX	0.931081	-9.985667	15.44	1.08	
IC 1603		GX	0.949911	-45.412944	14.63	1.41	
IC 1604		OTHER	0.966375	-16.230056	99.0	0.0	
IC 1605		GX	0.960456	-48.902667	12.94	1.68	
IC 1606		OTHER	0.972825	-12.1785	99.0	0.0	
IC 1607		GX	0.980239	0.58725	14.41	0.94	
IC 1608		GX	0.990103	-34.328944	13.71	2.05	
IC 1609		GX	0.996283	-40.333556	13.73	1.13	
IC 161		GX	1.81215	10.507889	14.27	0.9	
IC 1610		GX	1.028494	-15.567778	13.86	1.59	
IC 1611		OC	0.996639	-72.332333	11.96	1.5	
IC 1612		OC	0.999614	-72.370722	12.31	1.2	
IC 1613		GX	1.079942	2.117778	9.54	18.32	
IC 1614		GX	1.085267	33.189806	17.62	0.62	
IC 1615		GX	1.068622	-51.133056	14.3	1.33	
IC 1616		GX	1.082272	-27.429361	12.89	1.63	
IC 1617		GX	1.071333	-51.032806	14.6	1.35	
IC 1618		GX	1.098883	32.412167	15.59	0.86	
IC 1619		GX	1.1229	33.067278	15.18	0.75	
IC 162		GX	1.814842	10.521611	14.46	1.32	
IC 1620		GX	1.120625	13.955111	14.6	0.96	
IC 1621		GX	1.106286	-46.7255	14.62	1.38	
IC 1622		GX	1.126853	-17.538639	14.64	0.7	
IC 1623		GX	1.129772	-17.507028	99.0	1.2	
IC 1623A		GX	1.129639	-17.507222	14.26	1.05	
IC 1623B		GX	1.129878	-17.506972	13.89	0.8	
IC 1624		OC	1.0894	-72.042528	12.42	0.9	
IC 1625		GX	1.128503	-46.907583	12.08	1.8	
IC 1626		OC	1.103731	-73.296111	13.82	1.0	
IC 1627		GX	1.136344	-46.094056	13.72	1.62	
IC 1628		GX	1.146536	-28.582333	12.52	1.65	
IC 1629		GX	1.155056	2.567472	15.97	0.78	
IC 163		GX	1.820831	20.711306	13.26	1.62	
IC 1630		GX	1.137992	-46.754028	15.19	1.65	
IC 1631		GX	1.145797	-46.475806	14.23	0.81	
IC 1632		GX	1.178717	17.68325	16.48	0.23	
IC 1633		GX	1.165439	-45.931194	11.39	2.9	
IC 1634		GX	1.184386	17.663056	15.66	0.83	
IC 1635		GX	1.184314	17.652028	15.64	1.15	
IC 1636		GX	1.193044	33.365389	15.0	0.55	
IC 1637		GX	1.18365	-30.438528	12.88	1.69	
IC 1638		GX	1.206058	33.364528	14.92	0.75	
IC 1639		GX	1.196264	-0.664361	14.37	0.76	
IC 164		GX	1.819003	-3.904389	14.04	1.58	
IC 1640		GX	1.197583	-0.630361	15.45	0.18	
IC 1641		OC	1.160886	-71.768972	14.99	0.75	
IC 1643		GX	1.202397	-0.410194	15.15	0.9	
IC 1644		EN	1.153614	-73.194111	11.7	0.8	
IC 1645		GX	1.207594	15.750083	14.4	0.86	
IC 1646		GX	1.212175	15.707806	15.1	0.65	
IC 1647		GX	1.220725	38.885278	15.13	0.9	
IC 1648		GX	1.228367	33.218222	15.14	0.4	
IC 1649		GX	1.197483	-55.857333	14.72	1.9	
IC 1650		GX	1.205303	-50.401722	13.64	1.32	
IC 1651		OTHER	1.224322	2.069167	99.0	0.0	
IC 1652		GX	1.248961	31.9485	14.23	1.32	
IC 1654		GX	1.2533	30.194833	14.52	0.99	
IC 1655		OC	1.198361	-71.330611	14.0	1.7	
IC 1657		GX	1.235283	-32.650889	13.14	2.32	
IC 1659		GX	1.268339	30.349083	14.56	0.83	
IC 166		OC	1.873283	61.852611	11.7	7.5	
IC 1660		OC	1.210464	-71.76175	13.51	1.1	
IC 1662		OC	1.209097	-73.45675	14.03	1.2	
IC 1664		OTHER	1.238475	-69.811528	99.0	0.0	
IC 1665		OTHER	1.295808	34.701667	99.0	0.0	
IC 1666		GX	1.331497	32.467333	14.35	0.93	
IC 1667		GX	1.311764	-17.050222	15.41	0.96	
IC 1668		GX	1.31475	33.173056	15.75	0.34	
IC 1669		GX	1.335233	33.18475	15.65	0.77	
IC 167		GX	1.852378	21.912806	13.26	1.6	
IC 1670		GX	1.314111	-16.802778	99.0	3.0	
IC 1670A		GX	1.313567	-16.803444	14.77	1.6	
IC 1670B		GX	1.314681	-16.803444	14.5	1.99	
IC 1672		GX	1.343944	29.698833	13.92	1.42	
IC 1673		GX	1.346208	33.044944	14.79	0.54	
IC 1674		GX	1.321789	-50.963583	14.92	0.52	
IC 1675		GX	1.349972	34.248611	14.27	0.72	
IC 1676		GX	1.349608	30.259472	15.58	0.59	
IC 1677		GX	1.351969	33.216139	15.17	0.65	
IC 1678		GX	1.350703	5.560528	15.3	0.34	
IC 1679		GX	1.362389	33.493611	15.48	0.6	
IC 168		GX	1.841008	-8.522944	14.85	1.12	
IC 1680		GX	1.364222	33.2825	14.86	0.7	
IC 1681		GX	1.355922	0.090389	14.89	1.0	
IC 1682		GX	1.370361	33.260278	14.26	0.86	
IC 1683		GX	1.3775	34.436944	14.13	1.32	
IC 1684		GX	1.381444	33.413611	15.77	0.68	
IC 1685		GX	1.385167	33.189444	99.0	0.4	
IC 1687		GX	1.388639	33.275278	14.77	0.68	
IC 1688		GX	1.391139	33.083056	16.42	0.38	
IC 1689		GX	1.396628	33.055333	14.78	0.62	
IC 169		GX	1.844267	-12.679611	15.79	0.74	
IC 1690		GX	1.397094	33.156278	14.98	0.49	
IC 1691		GX	1.407167	33.406944	16.26	0.46	
IC 1692		GX	1.410989	33.235806	15.6	0.5	
IC 1693		GX	1.400667	-1.657028	15.99	0.65	
IC 1694		GX	1.413278	1.607167	14.8	1.12	
IC 1695		GX	1.418786	8.6995	15.3	1.84	
IC 1696		GX	1.414544	-1.617056	13.61	0.83	
IC 1697		GX	1.417483	0.444361	15.02	0.81	
IC 1698		GX	1.422817	14.838722	14.82	1.87	
IC 17		GX	0.474939	2.648611	14.77	0.67	
IC 170		GX	1.865978	-8.517611	15.34	0.78	
IC 1701		GX	1.430667	18.184472	15.31	0.79	
IC 1702		GX	1.432303	16.601806	14.44	1.13	
IC 1704		GX	1.452647	14.776278	14.26	1.08	
IC 1705		GX	1.445789	-3.501472	14.38	0.63	
IC 1706		GX	1.458617	14.819556	15.56	0.5	
IC 1707		OTHER	1.466756	37.117056	99.0	0.0	
IC 1708		OC	1.415578	-71.184444	14.3	1.2	
IC 171		GX	1.919503	35.281889	13.69	2.26	
IC 1711		GX	1.51535	17.188556	14.68	2.49	
IC 1713		STAR	1.5455	35.324472	99.0	0.0	
IC 1714		GX	1.548103	-13.024972	16.57	0.62	
IC 1715		GX	1.559483	12.585444	14.48	0.65	
IC 1716		STAR	1.557458	-12.307944	99.0	0.0	
IC 1717		OTHER	1.541758	-67.536833	99.0	0.0	
IC 1718		GX	1.640764	33.366528	14.96	0.68	
IC 1719		GX	1.626644	-33.924083	13.96	1.49	
IC 172		GX	1.915064	0.811222	14.74	0.48	
IC 1720		GX	1.672664	-28.91275	13.81	1.21	
IC 1721		GX	1.690122	8.525528	14.59	1.05	
IC 1722		GX	1.717419	-34.187722	14.81	1.52	
IC 1723		GX	1.720606	8.889361	14.08	2.45	
IC 1724		GX	1.719356	-34.241889	14.22	1.29	
IC 1725		GX	1.753286	21.776556	15.3	0.52	
IC 1726		GX	1.755464	4.618528	14.62	0.3	
IC 1727		GX	1.791636	27.333361	11.57	6.52	
IC 1728		GX	1.795692	-33.6015	13.35	1.29	
IC 1729		GX	1.798683	-26.892139	12.53	2.22	
IC 173		GX	1.932542	1.285167	14.09	0.92	
IC 1730		GX	1.832761	22.012111	15.64	0.75	
IC 1731		GX	1.836761	27.196167	14.12	1.45	
IC 1732		GX	1.846639	35.93275	14.82	1.32	
IC 1733		GX	1.845247	33.082028	13.01	1.54	
IC 1734		GX	1.821403	-32.742611	12.86	1.63	
IC 1735		GX	1.847706	33.092333	15.07	0.85	
IC 1736		GX	1.848111	18.302778	14.95	1.04	
IC 1737		OTHER	1.861867	36.251194	99.0	0.0	
IC 1738		GX	1.852194	-9.792028	14.7	0.93	
IC 1739		GX	1.841556	-34.055583	14.75	0.88	
IC 174		GX	1.9378	3.761861	14.52	1.49	
IC 1740		STAR	1.814322	-30.085972	99.0	0.0	
IC 1741		GX	1.865758	-16.788028	15.52	1.05	
IC 1742		GX	1.887286	22.721389	15.16	0.68	
IC 1745		GX	1.883081	-16.669	16.07	0.75	
IC 1746		GX	1.906753	4.803889	15.01	1.58	
IC 1747		PN	1.959925	63.321778	12.0	0.22	
IC 1748		GX	1.935794	17.641278	14.68	0.69	
IC 1749		GX	1.936417	6.744944	14.69	1.06	
IC 175		GX	1.938572	1.332417	15.7	0.52	
IC 1750		GX	1.938489	4.076278	15.35	1.02	
IC 1752		GX	1.954283	28.6135	16.29	0.62	
IC 1753		GX	1.955364	28.58925	14.94	0.84	
IC 1754		GX	1.947189	4.025611	15.36	0.92	
IC 1755		GX	1.952719	14.549889	14.71	1.46	
IC 1756		GX	1.951483	-0.46825	15.56	1.31	
IC 1757		GX	1.953156	-0.473972	16.74	0.4	
IC 1758		GX	1.947914	-16.542056	15.22	0.56	
IC 1759		GX	1.965378	-32.987056	13.94	1.47	
IC 176		GX	1.948167	-2.018972	14.9	1.78	
IC 1760		GX	1.956856	-31.988333	16.61	0.62	
IC 1761		GX	1.981192	0.568306	15.54	0.63	
IC 1762		GX	1.963511	-33.239806	14.3	1.69	
IC 1763		GX	1.986597	-27.810694	14.64	1.09	
IC 1764		GX	2.006492	24.580556	14.43	1.2	
IC 1767		GX	1.999828	-11.078972	14.77	1.69	
IC 1768		GX	2.013853	-25.026694	14.8	1.45	
IC 1769		GX	2.015256	-31.919778	15.51	0.93	
IC 177		GX	1.950161	-0.089861	15.47	0.51	
IC 1770		GX	2.037331	9.980944	15.32	1.41	
IC 1771		GX	2.037739	9.968583	15.35	0.75	
IC 1772		GX	2.045258	7.745528	99.0	0.68	
IC 1774		GX	2.066389	15.318056	13.61	1.41	
IC 1775		GX	2.088206	13.505722	15.52	0.75	
IC 1776		GX	2.087561	6.106833	14.33	1.26	
IC 1777		GX	2.102417	15.209472	15.4	0.91	
IC 1779		GX	2.107203	3.705972	15.2	0.37	
IC 178		GX	1.981908	36.674694	13.28	0.94	
IC 1780		GX	2.114211	14.721917	15.53	0.64	
IC 1781		GX	2.114664	-0.518083	15.95	0.68	
IC 1783		GX	2.168369	-32.939861	12.48	1.98	
IC 1784		GX	2.270219	32.6495	13.14	1.4	
IC 1785		GX	2.272511	32.666528	15.59	0.81	
IC 1786		GX	2.268231	5.145472	15.47	0.66	
IC 1788		GX	2.263878	-31.201	12.37	2.53	
IC 1789		GX	2.29755	32.396028	14.7	1.95	
IC 179		GX	2.003194	38.021333	12.56	1.12	
IC 1790		GX	2.293831	12.508972	15.66	0.82	
IC 1791		GX	2.294817	12.470611	14.54	1.09	
IC 1792		GX	2.316969	34.462389	14.92	1.39	
IC 1793		GX	2.359	32.5445	14.79	1.28	
IC 1794		GX	2.358381	15.761639	15.04	0.93	
IC 1795		EN	2.442211	62.041639	99.0	12.0	
IC 1796		GX	2.379811	-41.371083	13.67	1.07	
IC 1797		GX	2.424414	20.395333	15.25	0.97	
IC 1798		GX	2.437642	13.430778	99.0	0.31	
IC 1799		GX	2.479419	45.970639	14.89	0.79	
IC 18		GX	0.476378	-11.586694	15.03	1.08	
IC 180		GX	2.000114	23.604333	15.3	0.83	
IC 1800		OTHER	2.475322	31.409667	99.0	0.0	
IC 1801		GX	2.470208	19.583333	13.98	1.18	
IC 1802		GX	2.487217	23.082694	13.37	0.98	
IC 1803		GX	2.497206	23.108583	15.72	0.46	
IC 1804		GX	2.49845	23.097083	15.81	0.97	
IC 1805		OC	2.544864	61.456889	6.5	60.0	
IC 1806		GX	2.493042	22.943222	15.69	0.63	
IC 1807		GX	2.508611	22.949722	15.56	0.56	
IC 1809		GX	2.527875	22.917194	14.96	0.85	
IC 181		GX	2.000647	23.658639	15.85	0.57	
IC 1810		GX	2.490786	-43.076333	14.15	1.37	
IC 1811		GX	2.510608	-34.264167	14.42	1.15	
IC 1812		GX	2.492161	-42.811361	12.21	2.08	
IC 1813		GX	2.513747	-34.220889	14.3	1.13	
IC 1815		GX	2.572222	32.429472	14.26	1.35	
IC 1816		GX	2.530833	-36.672056	14.26	1.26	
IC 1817		GX	2.563944	11.203333	99.0	0.9	
IC 1817 NED01		GX	2.563778	11.203306	16.43	0.49	
IC 1817 NED02		GX	2.564106	11.2035	15.18	0.67	
IC 1818		GX	2.56865	-11.04075	15.27	0.83	
IC 1819		GX	2.594953	4.051806	15.03	2.01	
IC 182		GX	1.997725	7.411833	14.54	1.06	
IC 1820		GX	2.597964	6.040611	15.2	0.53	
IC 1821		GX	2.607258	13.779556	99.0	1.0	
IC 1821 NED01		GX	2.607058	13.780167	15.65	0.7	
IC 1821 NED02		GX	2.607417	13.778917	99.0	0.26	
IC 1822		STAR	2.595097	-8.562806	99.0	0.0	
IC 1823		GX	2.643606	32.069694	13.28	1.38	
IC 1825		GX	2.648786	9.097361	14.84	1.15	
IC 1826		GX	2.650986	-27.443139	12.76	2.06	
IC 1827		GX	2.662906	1.558278	14.44	1.09	
IC 1829		GX	2.675775	14.297944	15.83	0.94	
IC 183		GX	1.992792	-5.347139	14.89	1.19	
IC 1831		EN	2.732333	62.411639	99.0	120.23	
IC 1832		GX	2.69935	19.030083	15.17	0.74	
IC 1833		GX	2.694083	-28.171278	14.14	1.43	
IC 1834		GX	2.713358	3.084167	15.18	0.69	
IC 1835		GX	2.730319	14.889583	99.0	0.72	
IC 1836		GX	2.723183	3.105389	15.57	0.63	
IC 1838		GX	2.745275	19.455111	15.17	0.64	
IC 1839		GX	2.745253	15.240083	15.25	0.97	
IC 184		GX	1.997564	-6.840389	13.89	1.12	
IC 1841		GX	2.760064	18.928917	15.07	0.64	
IC 1842		GX	2.756506	11.458111	15.61	1.07	
IC 1843		GX	2.756839	2.880528	14.15	1.04	
IC 1844		GX	2.763722	3.230306	14.99	0.94	
IC 1845		STAR	2.732472	-27.968917	10.17	0.0	
IC 1847		GX	2.798242	14.505111	15.98	0.56	
IC 1848		OC	2.852942	60.402472	6.5	40.0	
IC 1849		GX	2.795731	9.356806	15.44	0.83	
IC 185		GX	2.001678	-1.528333	15.72	0.79	
IC 1851		STAR	2.862756	58.314306	6.44	0.0	
IC 1853		GX	2.801186	-13.993111	14.36	1.39	
IC 1854		GX	2.822422	19.303917	14.81	0.52	
IC 1855		GX	2.817864	13.442889	16.27	0.45	
IC 1856		GX	2.814111	-0.767389	14.38	1.14	
IC 1857		GX	2.827478	14.619806	15.07	0.79	
IC 1858		GX	2.819003	-31.289583	14.2	1.88	
IC 1859		GX	2.817756	-31.1725	14.3	1.3	
IC 186		GX	2.006806	-1.551722	99.0	1.1	
IC 186 NED03		GX	2.007056	-1.550833	99.0	0.25	
IC 1860		GX	2.826031	-31.189111	12.59	2.64	
IC 1861		GX	2.885272	25.490389	14.63	1.28	
IC 1862		GX	2.866333	-33.340167	14.59	2.67	
